50.0,16.0,8.0,0.0,4.0,4.0,0.0,5.0,16.0,185.0,70.0,0.0,0.0,0.0,0.0,3.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,22.0,28.0,38.0,142.0,145.0,125.0,47.0,262.0,305.0,108.0,0.0,0.0,518.0,0.0,151.0
0.0,68.0,77.0,93.0,310.0,466.0,428.0,227.0,640.0,331.0,99.0,0.0,0.0,1574.0,0.0,1687.0
0.0,76.0,99.0,214.0,557.0,464.0,328.0,226.0,625.0,632.0,165.0,0.0,0.0,235.0,0.0,594.0
0.0,51.0,73.0,189.0,475.0,303.0,159.0,118.0,412.0,581.0,248.0,0.0,0.0,73.0,0.0,81.0
0.0,40.0,65.0,187.0,320.0,191.0,202.0,105.0,237.0,278.0,156.0,0.0,2.0,48.0,0.0,54.0
0.0,28.0,56.0,194.0,184.0,77.0,70.0,63.0,194.0,229.0,142.0,0.0,0.0,28.0,0.0,32.0
0.0,37.0,133.0,240.0,205.0,69.0,109.0,70.0,162.0,221.0,109.0,0.0,0.0,27.0,0.0,32.0
0.0,36.0,131.0,278.0,165.0,85.0,100.0,39.0,125.0,181.0,136.0,0.0,0.0,22.0,0.0,26.0
0.0,41.0,131.0,266.0,199.0,94.0,136.0,59.0,173.0,129.0,57.0,0.0,0.0,27.0,0.0,32.0
0.0,23.0,50.0,131.0,111.0,83.0,98.0,40.0,104.0,55.0,24.0,0.0,0.0,18.0,0.0,22.0
0.0,15.0,42.0,67.0,59.0,42.0,75.0,31.0,43.0,16.0,10.0,0.0,0.0,9.0,0.0,11.0
0.0,93.0,776.0,337.0,237.0,206.0,63.0,37.0,35.0,31.0,19.0,0.0,0.0,21.0,0.0,26.0
0.0,27.0,31.0,26.0,25.0,27.0,286.0,60.0,30.0,24.0,19.0,0.0,0.0,16.0,0.0,20.0
0.0,73.0,135.0,171.0,214.0,59.0,208.0,146.0,87.0,60.0,40.0,0.0,0.0,28.0,0.0,34.0
